id,email,name,age,gender,address,departmentId,rank,dateAssigned,contactNumber,aadharNumber,qualification,specialization
cm725dkh1000au6t42n3ractp,ashok.kumar306@gmail.com,Ashok Kumar,37,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg0e0001u6h4by5yx0yk,Head Officer,2024-12-21 18:30:00,9434579408,9091 4931 1855,MTech,Civil Engineering
cm725dkhl000bu6t4lfn817nv,amit.verma786@gmail.com,Amit Verma,52,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg0e0001u6h4by5yx0yk,Senior Officer,2024-08-07 18:30:00,9538459704,2115 5600 2899,BTech,Environmental Engineering
cm725dkic000cu6t4cvwvqi4f,rahul.verma584@gmail.com,Rahul Verma,50,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg0e0001u6h4by5yx0yk,Junior Officer,2019-10-11 18:30:00,9656445384,7396 2602 9746,BTech,Infrastructure Management
cm725dkio000du6t4mng3kgv6,pankaj.verma182@gmail.com,Pankaj Verma,29,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg0e0001u6h4by5yx0yk,Associate Officer,2021-06-02 18:30:00,9353469620,133 8733 9026,BTech,Environmental Engineering
cm725dkix000eu6t4z2pgcr8d,manoj.mishra284@gmail.com,Manoj Mishra,47,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg1z0002u6h4amagnkym,Junior Officer,2021-04-30 18:30:00,9962316713,736 2951 9327,BTech,Environmental Engineering
cm725dkjb000fu6t4crz47mug,laxmi.devi745@gmail.com,Laxmi Devi,26,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg1z0002u6h4amagnkym,Associate Officer,2022-09-29 18:30:00,9753504048,4242 7837 3343,MSc,Public Administration
cm725dkjq000gu6t4yx1i6o64,vikram.verma635@gmail.com,Vikram Verma,54,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg1z0002u6h4amagnkym,Head Officer,2023-08-02 18:30:00,9230159105,3875 102 399,BTech,Infrastructure Management
cm725dkk2000hu6t4zh71olfn,laxmi.patel775@gmail.com,Laxmi Patel,37,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg1z0002u6h4amagnkym,Executive Officer,2021-12-08 18:30:00,9828788334,211 613 3515,PhD,Urban Planning
cm725dkke000iu6t4dmgm9dxm,sudhir.kapoor413@gmail.com,Sudhir Kapoor,54,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg1z0002u6h4amagnkym,Senior Officer,2020-08-14 18:30:00,9831664071,5564 3255 1825,MTech,Civil Engineering
cm725dkko000ju6t4pyobv7dw,सुधा.देवी734@gmail.com,सुधा देवी,39,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg1z0002u6h4amagnkym,Chief Officer,2018-04-16 18:30:00,9259837934,2541 3195 1035,BTech,Infrastructure Management
cm725dkky000ku6t490g5bl9u,प्रकाश.वर्मा269@gmail.com,प्रकाश वर्मा,36,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg1z0002u6h4amagnkym,Assistant Officer,2018-07-16 18:30:00,9915238854,4832 2484 4413,PhD,Urban Planning
cm725dkl6000lu6t48jmd69z4,sunita.devi532@gmail.com,Sunita Devi,49,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg3k0003u6h4e8f3kb9h,Junior Officer,2023-10-04 18:30:00,9100571031,452 4659 3404,BTech,Infrastructure Management
cm725dklf000mu6t4vy5bi4ov,मनोज.मिश्रा471@gmail.com,मनोज मिश्रा,44,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg3k0003u6h4e8f3kb9h,Executive Officer,2019-10-17 18:30:00,9679521537,1799 9458 5250,BTech,Environmental Engineering
cm725dklo000nu6t45510ihsh,mahesh.yadav954@gmail.com,Mahesh Yadav,59,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg3k0003u6h4e8f3kb9h,Technical Officer,2023-12-22 18:30:00,9821080086,5662 8814 2096,PhD,Urban Planning
cm725dklw000ou6t42wuz36zu,sarika.rai699@gmail.com,Sarika Rai,36,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg3k0003u6h4e8f3kb9h,Principal Officer,2020-05-04 18:30:00,9533382640,5598 5683 7186,PhD,Urban Planning
cm725dkm5000pu6t4zudnlm65,ब्रह्म.सिंह635@gmail.com,ब्रह्म सिंह,45,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg3k0003u6h4e8f3kb9h,Associate Officer,2022-02-23 18:30:00,9174593559,819 6066 986,BTech,Infrastructure Management
cm725dkml000qu6t47ski63iz,सुरेश.चौधरी122@gmail.com,सुरेश चौधरी,40,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg3k0003u6h4e8f3kb9h,Chief Officer,2024-12-02 18:30:00,9684344563,1223 8693 5766,BTech,Environmental Engineering
cm725dkmx000ru6t4x4osmux7,arvind.verma874@gmail.com,Arvind Verma,41,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg3k0003u6h4e8f3kb9h,Head Officer,2019-05-21 18:30:00,9123743600,3735 6005 1736,PhD,Urban Planning
cm725dkn7000su6t4ivin9j41,anjali.das112@gmail.com,Anjali Das,27,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg560004u6h4g36ue2gh,Head Officer,2024-05-22 18:30:00,9249110407,1290 9451 8602,PhD,Urban Planning
cm725dknh000tu6t4nm1cxgj6,rahul.verma814@gmail.com,Rahul Verma,35,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg560004u6h4g36ue2gh,Assistant Officer,2021-10-15 18:30:00,9970270233,3029 358 6054,MSc,Public Administration
cm725dknq000uu6t4smo0xfsc,rekha.devi31@gmail.com,Rekha Devi,55,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg560004u6h4g36ue2gh,Principal Officer,2021-09-13 18:30:00,9801010247,5467 7991 4343,BTech,Infrastructure Management
cm725dknx000vu6t48ymxaknt,geeta.verma257@gmail.com,Geeta Verma,36,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg560004u6h4g36ue2gh,Deputy Officer,2021-12-26 18:30:00,9405749090,9455 3882 6616,PhD,Urban Planning
cm725dko6000wu6t4qiot127o,प्रियंका.यादव781@gmail.com,प्रियंका यादव,53,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg560004u6h4g36ue2gh,Senior Officer,2018-11-03 18:30:00,9637806936,463 7331 3597,BTech,Environmental Engineering
cm725dkog000xu6t4lbztcm55,priya.singh931@gmail.com,Priya Singh,28,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg560004u6h4g36ue2gh,Junior Officer,2021-02-06 18:30:00,9303245050,1964 3828 7507,BTech,Environmental Engineering
cm725dkoq000yu6t4mrix5qdz,nisha.pandey399@gmail.com,Nisha Pandey,44,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg560004u6h4g36ue2gh,Chief Officer,2023-12-07 18:30:00,9942826306,4099 1355 2706,MTech,Civil Engineering
cm725dkp1000zu6t4ilcm22wy,mohan.singh167@gmail.com,Mohan Singh,46,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg6o0005u6h4jkjbkawz,Junior Officer,2018-01-24 18:30:00,9986595395,7938 7425 1936,MSc,Public Administration
cm725dkpa0010u6t4mwe3w5mx,रूपा.देवी701@gmail.com,रूपा देवी,37,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg6o0005u6h4jkjbkawz,Senior Officer,2022-12-19 18:30:00,9602635487,5983 1926 8128,BTech,Infrastructure Management
cm725dkpi0011u6t41ph49nhh,bharat.kumar344@gmail.com,Bharat Kumar,32,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg6o0005u6h4jkjbkawz,Technical Officer,2021-10-30 18:30:00,9112684697,9330 3992 5057,BTech,Infrastructure Management
cm725dkpu0012u6t4s0rfqsji,anjali.kumari518@gmail.com,Anjali Kumari,45,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg6o0005u6h4jkjbkawz,Head Officer,2019-08-14 18:30:00,9978134262,7324 9578 5895,PhD,Urban Planning
cm725dkq80013u6t4pri5wnix,kajal.yadav989@gmail.com,Kajal Yadav,45,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg6o0005u6h4jkjbkawz,Associate Officer,2018-12-09 18:30:00,9362148262,3091 2815 7633,MTech,Civil Engineering
cm725dkqh0014u6t4kqkeenj0,रेखा.यादव216@gmail.com,रेखा यादव,55,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg6o0005u6h4jkjbkawz,Assistant Officer,2021-02-03 18:30:00,9425898716,8698 865 7227,BTech,Environmental Engineering
cm725dkqv0015u6t4wh366j2y,अमित.यादव742@gmail.com,अमित यादव,32,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg6o0005u6h4jkjbkawz,Executive Officer,2018-06-01 18:30:00,9766287884,2909 3319 384,MSc,Public Administration
cm725dkr50016u6t4n8rdkjyj,vijay.verma756@gmail.com,Vijay Verma,37,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg830006u6h44jyrjmcn,Technical Officer,2023-11-26 18:30:00,9793681967,1070 6205 6817,BTech,Environmental Engineering
cm725dkrf0017u6t4c540gd3p,sakshi.gupta249@gmail.com,Sakshi Gupta,52,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg830006u6h44jyrjmcn,Assistant Officer,2024-04-07 18:30:00,9601088001,4944 1252 3764,PhD,Urban Planning
cm725dkro0018u6t4rx1yam6e,विनय.सिंह962@gmail.com,विनय सिंह,36,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg830006u6h44jyrjmcn,Associate Officer,2024-06-08 18:30:00,9594660727,6129 4420 2777,BTech,Infrastructure Management
cm725dkrz0019u6t4w88zjszf,विनय.सिंह227@gmail.com,विनय सिंह,34,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg830006u6h44jyrjmcn,Deputy Officer,2021-03-12 18:30:00,9623913505,1892 5026 5564,PhD,Urban Planning
cm725dks8001au6t4nca0dqk6,विशाल.चौधरी772@gmail.com,विशाल चौधरी,44,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg830006u6h44jyrjmcn,Executive Officer,2020-05-04 18:30:00,9796038828,7072 6563 5304,MSc,Public Administration
cm725dksj001bu6t4tjdz1fng,shalini.gupta313@gmail.com,Shalini Gupta,59,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg830006u6h44jyrjmcn,Senior Officer,2018-06-29 18:30:00,9666625158,2805 5128 1743,BTech,Infrastructure Management
cm725dksr001cu6t43tvzo8z8,suman.lata176@gmail.com,Suman Lata,47,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg830006u6h44jyrjmcn,Junior Officer,2021-08-10 18:30:00,9684537576,7440 6144 7604,BTech,Environmental Engineering
cm725dkt0001du6t40gegm85p,राहुल.तिवारी589@gmail.com,राहुल तिवारी,40,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg9j0007u6h4tzh2udh2,Chief Officer,2020-11-23 18:30:00,9245877889,8332 4049 1951,MSc,Public Administration
cm725dktb001eu6t43phcbhwp,ruchi.gupta515@gmail.com,Ruchi Gupta,27,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg9j0007u6h4tzh2udh2,Technical Officer,2020-01-10 18:30:00,9267440541,4059 9792 7684,MTech,Civil Engineering
cm725dktk001fu6t4s4ey2wfe,rahul.saini742@gmail.com,Rahul Saini,58,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg9j0007u6h4tzh2udh2,Junior Officer,2018-07-13 18:30:00,9250990304,8096 7198 8453,MTech,Civil Engineering
cm725dkts001gu6t4fq5awgjx,soniya.rani669@gmail.com,Soniya Rani,58,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg9j0007u6h4tzh2udh2,Head Officer,2019-09-19 18:30:00,9306088360,2022 1393 7069,BTech,Environmental Engineering
cm725dku9001hu6t4n182d1o6,arun.kumar838@gmail.com,Arun Kumar,53,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg9j0007u6h4tzh2udh2,Senior Officer,2018-07-18 18:30:00,9699556410,3838 5205 5133,PhD,Urban Planning
cm725dkuk001iu6t4hvvog9z8,साक्षी.गुप्ता290@gmail.com,साक्षी गुप्ता,37,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg9j0007u6h4tzh2udh2,Executive Officer,2022-11-12 18:30:00,9718490251,896 8705 4420,PhD,Urban Planning
cm725dkuw001ju6t4rl6czeg2,pooja.verma607@gmail.com,Pooja Verma,54,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dg9j0007u6h4tzh2udh2,Assistant Officer,2020-04-10 18:30:00,9148704655,5731 7220 5397,PhD,Urban Planning
cm725dkvc001ku6t4g81kwyg6,shalini.rani263@gmail.com,Shalini Rani,27,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgaz0008u6h4o1r9mtq7,Junior Officer,2022-02-04 18:30:00,9864626043,9346 3187 8054,BTech,Infrastructure Management
cm725dkvo001lu6t4dmewh337,shivendra.yadav34@gmail.com,Shivendra Yadav,59,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgaz0008u6h4o1r9mtq7,Senior Officer,2024-09-11 18:30:00,9540740533,9313 4636 9802,MSc,Public Administration
cm725dkvy001mu6t40bt5d4w6,deepak.yadav666@gmail.com,Deepak Yadav,34,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgaz0008u6h4o1r9mtq7,Head Officer,2023-08-05 18:30:00,9323247169,3069 7601 8267,MTech,Civil Engineering
cm725dkw6001nu6t4byaarkg2,rajesh.kumar241@gmail.com,Rajesh Kumar,35,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgaz0008u6h4o1r9mtq7,Deputy Officer,2019-12-31 18:30:00,9862487405,3020 4178 3548,BTech,Infrastructure Management
cm725dkwg001ou6t4whn2bn45,deepak.tiwari619@gmail.com,Deepak Tiwari,42,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgaz0008u6h4o1r9mtq7,Assistant Officer,2021-03-25 18:30:00,9241178390,7477 2297 6735,BTech,Infrastructure Management
cm725dkwv001pu6t4igrg7hfv,kunal.kumar560@gmail.com,Kunal Kumar,39,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgaz0008u6h4o1r9mtq7,Chief Officer,2019-09-22 18:30:00,9849818791,677 8181 8536,MTech,Civil Engineering
cm725dkx6001qu6t4dcw4oglt,vivek.sharma990@gmail.com,Vivek Sharma,58,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgaz0008u6h4o1r9mtq7,Executive Officer,2018-07-03 18:30:00,9239771160,1729 308 5624,BTech,Infrastructure Management
cm725dkxf001ru6t441lrhg8c,नमिता.पांडे786@gmail.com,नमिता पांडे,52,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgc70009u6h4pqcjyeb5,Head Officer,2023-08-06 18:30:00,9590418391,4932 6033 4982,PhD,Urban Planning
cm725dkxr001su6t4h365fyor,rajat.yadav944@gmail.com,Rajat Yadav,44,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgc70009u6h4pqcjyeb5,Executive Officer,2018-05-17 18:30:00,9576555298,5284 1537 3724,PhD,Urban Planning
cm725dky9001tu6t4sp7bdce0,sunil.tiwari871@gmail.com,Sunil Tiwari,48,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgc70009u6h4pqcjyeb5,Technical Officer,2019-03-11 18:30:00,9537502382,8402 9607 3923,MSc,Public Administration
cm725dkyi001uu6t4jnrc7xvc,rina.devi865@gmail.com,Rina Devi,56,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgc70009u6h4pqcjyeb5,Chief Officer,2024-02-29 18:30:00,9277766284,7766 3252 2892,PhD,Urban Planning
cm725dkyz001vu6t4ngb2r6de,ruchi.gupta846@gmail.com,Ruchi Gupta,56,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgc70009u6h4pqcjyeb5,Associate Officer,2024-07-22 18:30:00,9967776971,4809 5029 1671,MTech,Civil Engineering
cm725dkz9001wu6t4plrqcbuh,नीलम.सिंह978@gmail.com,नीलम सिंह,29,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgc70009u6h4pqcjyeb5,Junior Officer,2024-11-25 18:30:00,9545575342,6478 6886 4833,MTech,Civil Engineering
cm725dkzj001xu6t41f5eocxq,sunil.verma645@gmail.com,Sunil Verma,54,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgc70009u6h4pqcjyeb5,Principal Officer,2021-02-02 18:30:00,9378874940,3134 8834 1532,BTech,Infrastructure Management
cm725dkzt001yu6t47ljxh5id,naveen.yadav58@gmail.com,Naveen Yadav,54,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgdh000au6h4fagm9twc,Junior Officer,2024-12-22 18:30:00,9515443086,973 9598 6204,BTech,Environmental Engineering
cm725dl01001zu6t4ji1hnt4l,shyam.kumar967@gmail.com,Shyam Kumar,39,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgdh000au6h4fagm9twc,Senior Officer,2021-09-25 18:30:00,9842692676,5464 6662 5173,PhD,Urban Planning
cm725dl0q0020u6t46nnsalfi,vijay.kumar574@gmail.com,Vijay Kumar,56,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgdh000au6h4fagm9twc,Technical Officer,2024-04-02 18:30:00,9141850173,3614 5450 6905,BTech,Infrastructure Management
cm725dl100021u6t4w0nbn5gr,rohit.sharma56@gmail.com,Rohit Sharma,45,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgdh000au6h4fagm9twc,Principal Officer,2020-10-21 18:30:00,9712841233,8104 4584 5381,MTech,Civil Engineering
cm725dl1a0022u6t4a1u0ji25,suman.singh794@gmail.com,Suman Singh,29,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgdh000au6h4fagm9twc,Head Officer,2021-09-26 18:30:00,9617264604,7478 5309 2335,MSc,Public Administration
cm725dl1s0023u6t4gan6n54g,priya.sharma847@gmail.com,Priya Sharma,37,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgdh000au6h4fagm9twc,Assistant Officer,2019-01-03 18:30:00,9228764775,2641 4365 4473,BTech,Environmental Engineering
cm725dl220024u6t4vwo2etd1,लक्ष्मी.यादव794@gmail.com,लक्ष्मी यादव,59,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgdh000au6h4fagm9twc,Associate Officer,2020-07-13 18:30:00,9533375802,7456 1177 6868,MSc,Public Administration
cm725dl2c0025u6t4fwp3memd,रेणु.शर्मा433@gmail.com,रेणु शर्मा,30,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgfe000bu6h40byv631f,Executive Officer,2021-12-31 18:30:00,9824275715,5853 2811 9992,BTech,Environmental Engineering
cm725dl2m0026u6t4qpoo328r,शिवानी.देवी657@gmail.com,शिवानी देवी,54,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgfe000bu6h40byv631f,Principal Officer,2024-01-18 18:30:00,9523787759,298 6147 948,BTech,Environmental Engineering
cm725dl2v0027u6t48ecr7ag6,amit.jaiswal824@gmail.com,Amit Jaiswal,36,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgfe000bu6h40byv631f,Chief Officer,2019-07-15 18:30:00,9366021663,4120 897 7197,BTech,Environmental Engineering
cm725dl3e0028u6t4or45htrr,सारिका.तिवारी882@gmail.com,सारिका तिवारी,41,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgfe000bu6h40byv631f,Technical Officer,2022-12-23 18:30:00,9850850555,3669 7774 6801,MTech,Civil Engineering
cm725dl3q0029u6t4rf1wy7ws,rekha.yadav75@gmail.com,Rekha Yadav,47,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgfe000bu6h40byv631f,Assistant Officer,2021-07-21 18:30:00,9293046716,6404 7099 9739,MSc,Public Administration
cm725dl3z002au6t431zjifo4,रामू.यादव80@gmail.com,रामू यादव,53,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgfe000bu6h40byv631f,Associate Officer,2021-04-08 18:30:00,9656699506,1800 7354 8383,MTech,Civil Engineering
cm725dl4f002bu6t4lmbnseg4,meenal.sharma701@gmail.com,Meenal Sharma,44,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dgfe000bu6h40byv631f,Deputy Officer,2021-01-13 18:30:00,9601748360,1420 2507 6592,BTech,Environmental Engineering
cm725dl4o002cu6t4vn1o1jyd,राघव.सिंह836@gmail.com,राघव सिंह,50,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dggi000cu6h4gbmwutvf,Principal Officer,2021-05-25 18:30:00,9406244966,8839 1138 1445,BTech,Infrastructure Management
cm725dl4x002du6t4dx8hghbm,krishna.kumar987@gmail.com,Krishna Kumar,31,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dggi000cu6h4gbmwutvf,Deputy Officer,2021-09-13 18:30:00,9148632888,5027 5035 2154,PhD,Urban Planning
cm725dl59002eu6t4d943anfs,raj.kumar203@gmail.com,Raj Kumar,43,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dggi000cu6h4gbmwutvf,Executive Officer,2018-08-12 18:30:00,9661500961,9899 7682 1060,MTech,Civil Engineering
cm725dl5h002fu6t4e7yv3hoz,priyanka.verma703@gmail.com,Priyanka Verma,52,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dggi000cu6h4gbmwutvf,Technical Officer,2023-10-25 18:30:00,9992361882,2346 7524 485,MSc,Public Administration
cm725dl5p002gu6t4g1w5yhou,vikram.choudhary38@gmail.com,Vikram Choudhary,50,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dggi000cu6h4gbmwutvf,Junior Officer,2020-08-04 18:30:00,9435388086,6416 9743 6190,BTech,Infrastructure Management
cm725dl5x002hu6t41gjwjkfy,amit.sharma209@gmail.com,Amit Sharma,39,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dggi000cu6h4gbmwutvf,Chief Officer,2023-04-12 18:30:00,9485100301,8379 6254 4683,MTech,Civil Engineering
cm725dl6g002iu6t42vasy680,सुरेश.यादव659@gmail.com,सुरेश यादव,36,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dggi000cu6h4gbmwutvf,Associate Officer,2024-01-14 18:30:00,9751118455,973 7786 2130,BTech,Environmental Engineering
cm725dl6v002ju6t4eud9p6ci,vivek.sharma257@gmail.com,Vivek Sharma,33,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dghl000du6h43wv647un,Assistant Officer,2023-08-13 18:30:00,9676899498,9843 6963 9793,MSc,Public Administration
cm725dl73002ku6t49dvlhox0,rakesh.verma941@gmail.com,Rakesh Verma,45,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dghl000du6h43wv647un,Senior Officer,2022-02-19 18:30:00,9203035194,1264 8132 5076,BTech,Environmental Engineering
cm725dl7b002lu6t4uouixj1c,priti.kumari49@gmail.com,Priti Kumari,42,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dghl000du6h43wv647un,Principal Officer,2022-11-03 18:30:00,9263066494,6558 1776 6536,MTech,Civil Engineering
cm725dl7q002mu6t4kcoc5upx,rakesh.gupta341@gmail.com,Rakesh Gupta,52,Female,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dghl000du6h43wv647un,Head Officer,2020-10-24 18:30:00,9724736763,5892 3399 224,BTech,Environmental Engineering
cm725dl85002nu6t4m97rsf4y,sanjay.tripathi394@gmail.com,Sanjay Tripathi,49,Male,"undefined, undefined, undefined, undefined, undefined, undefined, undefined",cm725dghl000du6h43wv647un,Associate Officer,2024-07-11 18:30:00,9662823360,4111 2556 6379,MSc,Public Administration
